iter	Logloss
0	0.6710760748
1	0.655514309
2	0.6341283731
3	0.6132351194
4	0.5930379497
5	0.5720137359
6	0.5531547715
7	0.5343082663
8	0.5155220263
9	0.4975885552
10	0.4817756926
11	0.472329811
12	0.4575536148
13	0.4410865887
14	0.4259443314
15	0.4114050874
16	0.3958562567
17	0.382961401
18	0.3695682446
19	0.3564514137
20	0.3456590939
21	0.3341440427
22	0.3211337228
23	0.3091739091
24	0.2990672905
25	0.2900252917
26	0.2797193997
27	0.2704005155
28	0.2608356935
29	0.2528120895
30	0.2440628023
31	0.2364749677
32	0.2286821523
33	0.220765738
34	0.2130162526
35	0.206143779
36	0.1985420493
37	0.1927679335
38	0.1871794192
39	0.180293993
40	0.1746424157
41	0.169170044
42	0.1645865234
43	0.1600491156
44	0.1557454415
45	0.1512864186
46	0.1469926272
47	0.1430555323
48	0.1385467154
49	0.1347159321
50	0.1314101485
51	0.128192532
52	0.1247346543
53	0.1216344489
54	0.1185546579
55	0.1151827253
56	0.1116037017
57	0.1082538101
58	0.1054013088
59	0.1023971675
60	0.09950047922
61	0.09662912045
62	0.09457392622
63	0.0920047527
64	0.08939182976
65	0.08759169727
66	0.08600055376
67	0.08417545052
68	0.08223514579
69	0.08054852846
70	0.07907528136
71	0.07730196979
72	0.07532837731
73	0.07361557008
74	0.07193169357
75	0.07045594923
76	0.06915873976
77	0.067689485
78	0.06599190061
79	0.06476866685
80	0.06352959934
81	0.06196733005
82	0.06087842794
83	0.05958388247
84	0.05826928914
85	0.05719299649
86	0.05590287837
87	0.05501371311
88	0.05396283446
89	0.05294264855
90	0.05173716776
91	0.05071713648
92	0.04983481133
93	0.04888621136
94	0.04812118364
95	0.04725146071
96	0.04661593284
97	0.04579287022
98	0.04486608936
99	0.0442962643
100	0.04341602325
101	0.04260198592
102	0.04180276303
103	0.04105021998
104	0.0404222964
105	0.03962353002
106	0.03898965969
107	0.03838782515
108	0.03792823574
109	0.0372099703
110	0.0367136953
111	0.03606270464
112	0.03557993458
113	0.03508338918
114	0.034582247
115	0.0341023856
116	0.03347427
117	0.03309833339
118	0.03261448057
119	0.03214698241
120	0.03165313883
121	0.03116851952
122	0.03071840905
123	0.03031171677
124	0.02984300951
125	0.0293708891
126	0.02898461276
127	0.02860397742
128	0.02822849643
129	0.02783693707
130	0.0274423982
131	0.02705243719
132	0.02666583904
133	0.02633894252
134	0.02598577624
135	0.02555403349
136	0.02519047525
137	0.0247991412
138	0.0245021311
139	0.02415515516
140	0.02386115896
141	0.02354526611
142	0.02329451171
143	0.023012437
144	0.02272497816
145	0.0224516967
146	0.02217047209
147	0.02193348312
148	0.02168441247
149	0.0213731419
150	0.02110850931
151	0.0208712852
152	0.02058194141
153	0.02033831214
154	0.0201330098
155	0.01989025879
156	0.01965818396
157	0.019427875
158	0.01921334954
159	0.019003607
160	0.01883890101
161	0.01863885295
162	0.01844214332
163	0.01821162917
164	0.01801961191
165	0.01780704525
166	0.01762250196
167	0.01737359652
168	0.01718860271
169	0.01702098777
170	0.01685768074
171	0.0166679272
172	0.01648312683
173	0.01632390201
174	0.01611895243
175	0.01597423662
176	0.01581446144
177	0.01565758328
178	0.0154597298
179	0.01532907103
180	0.01519133867
181	0.0150400126
182	0.01490114033
183	0.01476526983
184	0.01454815299
185	0.0143996389
186	0.01427492269
187	0.01416223141
188	0.0140510955
189	0.01393463423
190	0.01381210456
191	0.01368933232
192	0.01356561121
193	0.01343349094
194	0.01330050758
195	0.01317415855
196	0.01308318072
197	0.01297781523
198	0.01286517281
199	0.01273265809
200	0.01264424989
201	0.01254006756
202	0.01243692597
203	0.0123458487
204	0.01223134889
205	0.01213599916
206	0.01203401339
207	0.01192044284
208	0.01184210405
209	0.01172199685
210	0.01164146947
211	0.01153969328
212	0.01143458426
213	0.01131875827
214	0.01122215091
215	0.01114091668
216	0.01105713988
217	0.01095988233
218	0.01087954597
219	0.01080625232
220	0.01071814891
221	0.01064735428
222	0.01056048725
223	0.01047864019
224	0.01041296897
225	0.01034964928
226	0.01026535004
227	0.01017452661
228	0.01008829526
229	0.01002724929
230	0.009961023579
231	0.0098890094
232	0.009822468441
233	0.009760955109
234	0.009702480983
235	0.009641297793
236	0.009588249591
237	0.009512393758
238	0.00944842583
239	0.009361481597
240	0.009293559502
241	0.009233630714
242	0.009174396534
243	0.009109901914
244	0.00904201518
245	0.008964788354
246	0.008918612736
247	0.008837715503
248	0.008771947384
249	0.008713574764
250	0.008653737646
251	0.008599862806
252	0.008543379817
253	0.008480451872
254	0.008417356878
255	0.008362666595
256	0.008301410574
257	0.00825448887
258	0.008196672581
259	0.008134292816
260	0.008086672408
261	0.008039250925
262	0.007988779233
263	0.007951878278
264	0.007894447097
265	0.007843072039
266	0.007805768729
267	0.007765666822
268	0.007709247765
269	0.007673134776
270	0.007627570005
271	0.007576308524
272	0.007534087901
273	0.007488491992
274	0.007445388037
275	0.007401202538
276	0.007355969716
277	0.007314907407
278	0.007274222212
279	0.007231073054
280	0.007197868374
281	0.00715209225
282	0.007116325479
283	0.007075869456
284	0.007028429822
285	0.006992086835
286	0.006964360466
287	0.006929867416
288	0.006891357655
289	0.006857328715
290	0.006815390454
291	0.006773042994
292	0.006732526926
293	0.006695873908
294	0.006661925688
295	0.006625746895
296	0.00658721779
297	0.006556494316
298	0.006511040387
299	0.006481314216
300	0.006442011542
301	0.006409980139
302	0.006381030215
303	0.006347395006
304	0.006317908156
305	0.00628930203
306	0.006263231404
307	0.006233581988
308	0.006199367583
309	0.006166545152
310	0.006138611697
311	0.006105730021
312	0.006077686133
313	0.006043221047
314	0.00601116159
315	0.005974932427
316	0.005949754003
317	0.005923325624
318	0.005893267492
319	0.005864089323
320	0.005833350309
321	0.005804745608
322	0.005773621768
323	0.0057498974
324	0.005721684228
325	0.005693562443
326	0.005668059081
327	0.005641286156
328	0.005615386154
329	0.005588089774
330	0.005558984177
331	0.005534748851
332	0.00551561903
333	0.005490464111
334	0.005467408212
335	0.005441480214
336	0.005418659048
337	0.005395057234
338	0.005367098696
339	0.005339530833
340	0.005311754674
341	0.005283948596
342	0.005263573125
343	0.00523853954
344	0.005212266916
345	0.005189598227
346	0.005169259966
347	0.005148195981
348	0.005125969861
349	0.005104402869
350	0.00508469148
351	0.005068641976
352	0.00504108297
353	0.005021191139
354	0.004998918224
355	0.004975198879
356	0.004960158731
357	0.004936869457
358	0.004918037163
359	0.004896477239
360	0.004877074692
361	0.004848003771
362	0.004827018275
363	0.00480885588
364	0.004785142861
365	0.004765358669
366	0.004747192724
367	0.004724895726
368	0.00470730705
369	0.004689049012
370	0.004668639056
371	0.004648670628
372	0.004633978884
373	0.004615894062
374	0.004598482391
375	0.004584246847
376	0.004565403351
377	0.004549990149
378	0.004534462224
379	0.004519401122
380	0.004504263276
381	0.004481470844
382	0.004459754773
383	0.004444322025
384	0.004425564408
385	0.004405760792
386	0.004386781716
387	0.004372206664
388	0.004357682013
389	0.004345251059
390	0.004326872335
391	0.004307428123
392	0.004292952788
393	0.004273819258
394	0.004259434729
395	0.004244760146
396	0.004226011577
397	0.004209199234
398	0.004194537101
399	0.004179678605
400	0.004163921225
401	0.004148138546
402	0.004134786345
403	0.004117287721
404	0.004106147143
405	0.004089622102
406	0.004075114559
407	0.004056686775
408	0.004043841551
409	0.004028757047
410	0.004013415755
411	0.004001201318
412	0.003986392857
413	0.003973930701
414	0.003960531878
415	0.003949094274
416	0.003938840827
417	0.003925347788
418	0.003914735856
419	0.003897650043
420	0.003886207752
421	0.003865674985
422	0.003851826699
423	0.003833842894
424	0.003820358171
425	0.003805780774
426	0.003791003321
427	0.003782589806
428	0.003770851682
429	0.003754482828
430	0.003738776405
431	0.00372713698
432	0.003714911938
433	0.003704224726
434	0.003688796137
435	0.003677182856
436	0.003662127145
437	0.003647891437
438	0.003634299085
439	0.003623785629
440	0.003610961806
441	0.003600455701
442	0.003589470446
443	0.003575746612
444	0.003565707716
445	0.003553866745
446	0.003543466632
447	0.003533272305
448	0.003523426398
449	0.003513537798
450	0.003502226963
451	0.003491238495
452	0.003481365742
453	0.00347090221
454	0.003462045859
455	0.003452472531
456	0.003443065574
457	0.003428066904
458	0.003418591018
459	0.003408130859
460	0.003398254665
461	0.003388497413
462	0.003373495909
463	0.003363300381
464	0.003353206899
465	0.00334448101
466	0.003334522477
467	0.003325673129
468	0.003315575421
469	0.003308556848
470	0.00329709562
471	0.003287876522
472	0.003279570787
473	0.003270047359
474	0.003259683003
475	0.003248054255
476	0.003235897696
477	0.003225358772
478	0.003214006194
479	0.003206089861
480	0.003194577489
481	0.003185999891
482	0.003175437143
483	0.003167614936
484	0.003159404234
485	0.003150005078
486	0.003141158739
487	0.003132412179
488	0.003123843078
489	0.0031140831
490	0.003105890395
491	0.003095261859
492	0.003085975577
493	0.003077378626
494	0.003069817116
495	0.003060074667
496	0.003051571637
497	0.003043782762
498	0.00303651972
499	0.003028479124
500	0.003020668755
501	0.003013080281
502	0.003004470351
503	0.002989779232
504	0.002983098678
505	0.002973992815
506	0.002967083198
507	0.00295792581
508	0.002948636722
509	0.002937214057
510	0.002930142743
511	0.002923063966
512	0.00291567971
513	0.00291005742
514	0.002901686153
515	0.002893604373
516	0.002887299404
517	0.002878123134
518	0.002868739461
519	0.002860029072
520	0.0028527469
521	0.002846115053
522	0.002839507899
523	0.002833265399
524	0.002826773987
525	0.002819283968
526	0.002814882353
527	0.00280688547
528	0.002799295951
529	0.002791606785
530	0.002785191954
531	0.002776739512
532	0.002769601002
533	0.002762552675
534	0.002756123173
535	0.002750480201
536	0.002745363415
537	0.002739108157
538	0.002733601934
539	0.002725577447
540	0.002720197237
541	0.002714326168
542	0.002708573932
543	0.002702638784
544	0.002694398224
545	0.002688980753
546	0.002683207695
547	0.002677513374
548	0.002670801301
549	0.002663728902
550	0.002658554252
551	0.002652502764
552	0.002646981398
553	0.002640019137
554	0.002634025985
555	0.002627557248
556	0.002622404076
557	0.002617608156
558	0.002610568561
559	0.002604904083
560	0.002598358473
561	0.002591990537
562	0.002585671065
563	0.002579859972
564	0.002574649549
565	0.002566921071
566	0.002561651615
567	0.002555833455
568	0.002550231284
569	0.002542197627
570	0.002536609946
571	0.002530476903
572	0.00252516072
573	0.00251879274
574	0.002513151818
575	0.002505122359
576	0.002499966342
577	0.002494845369
578	0.002489934273
579	0.002484988925
580	0.002480364819
581	0.002474680443
582	0.002467836602
583	0.002462747593
584	0.00245794723
585	0.002452817829
586	0.002447916258
587	0.002442712697
588	0.002437951778
589	0.002433181454
590	0.002427131743
591	0.002422519922
592	0.002416912536
593	0.002410074098
594	0.002404744993
595	0.002399315828
596	0.002394819848
597	0.002390239371
598	0.002385222708
599	0.002378815909
600	0.002374445813
601	0.002369345687
602	0.002364245408
603	0.002359800231
604	0.002355421376
605	0.002349720768
606	0.0023450177
607	0.002340287551
608	0.002336174931
609	0.002331264379
610	0.002326715421
611	0.002322323735
612	0.002317258257
613	0.002312543103
614	0.002307107871
615	0.002302606171
616	0.002297483074
617	0.002292679537
618	0.002288202422
619	0.002284867243
620	0.002280777518
621	0.00227534578
622	0.002270433916
623	0.002265706136
624	0.002259379416
625	0.002254687629
626	0.002249982768
627	0.002245535143
628	0.002240977489
629	0.002235275193
630	0.002231393704
631	0.00222618424
632	0.002221074101
633	0.002215122577
634	0.002210926469
635	0.002206588324
636	0.002200534943
637	0.002195145357
638	0.00219057168
639	0.002185512445
640	0.002181780167
641	0.002175460234
642	0.002171400507
643	0.002166515312
644	0.002162471405
645	0.002158205919
646	0.002154622217
647	0.002150874512
648	0.002146232382
649	0.002141743781
650	0.002138024777
651	0.002133987497
652	0.0021308888
653	0.002126337309
654	0.002121943618
655	0.002118526536
656	0.002114707721
657	0.002110666239
658	0.002105139987
659	0.002101452531
660	0.00209688564
661	0.002091383536
662	0.002087701839
663	0.0020834741
664	0.002080873682
665	0.002076749552
666	0.00207354725
667	0.002070032152
668	0.002066333535
669	0.002062025437
670	0.002058698534
671	0.002054688707
672	0.002049824154
673	0.002046775397
674	0.002041847925
675	0.002038101213
676	0.002032696495
677	0.002029593072
678	0.002025935567
679	0.002022734672
680	0.002017799316
681	0.002014027708
682	0.002010254199
683	0.002005700026
684	0.002002791721
685	0.001999328921
686	0.001996220715
687	0.00199298925
688	0.00198875183
689	0.001985692928
690	0.00198125145
691	0.001976967987
692	0.001973198408
693	0.001969458591
694	0.001965998472
695	0.001961275338
696	0.001958020391
697	0.00195459725
698	0.001951056376
699	0.001946474507
700	0.001943620499
701	0.001940610525
702	0.001937252643
703	0.001934522031
704	0.001931953525
705	0.001928927863
706	0.001926124436
707	0.001922744003
708	0.001919996391
709	0.001916586416
710	0.001912793218
711	0.001909307499
712	0.001906129387
713	0.001903229138
714	0.001898391025
715	0.001894683711
716	0.001891527963
717	0.001888294157
718	0.001885417611
719	0.001882138155
720	0.001878663233
721	0.001875767185
722	0.001872780626
723	0.001870122845
724	0.001867171859
725	0.00186300831
726	0.001860387087
727	0.001856493316
728	0.001853831837
729	0.001849350291
730	0.001846502907
731	0.001843801285
732	0.001840746717
733	0.001837787831
734	0.001834101728
735	0.001831259278
736	0.001828463446
737	0.001825379757
738	0.001821867124
739	0.001818967271
740	0.001816148589
741	0.001813143609
742	0.001810354088
743	0.001807945403
744	0.001804486585
745	0.001802061872
746	0.001799635642
747	0.001797481615
748	0.001794310059
749	0.001791641508
750	0.001788954389
751	0.001786419843
752	0.001783551573
753	0.001781031178
754	0.00177813495
755	0.001775216324
756	0.001772551079
757	0.001769700457
758	0.001767365791
759	0.001764634735
760	0.001761759813
761	0.00175907203
762	0.001756027959
763	0.00175366572
764	0.001750888661
765	0.001748589673
766	0.00174623779
767	0.001743602656
768	0.001740940693
769	0.001738587294
770	0.001736049643
771	0.001733553127
772	0.001730800549
773	0.001728594777
774	0.00172635544
775	0.00172374126
776	0.001721539254
777	0.001719112428
778	0.001716180175
779	0.001713640546
780	0.001710625842
781	0.001708173415
782	0.001705018519
783	0.001702487807
784	0.001700146694
785	0.001697332902
786	0.001695009545
787	0.001692308908
788	0.00168979197
789	0.001687390148
790	0.001685035625
791	0.001682617427
792	0.001680184442
793	0.001677664291
794	0.001675433555
795	0.001672609618
796	0.001670209664
797	0.001667823098
798	0.001665636519
799	0.001662933592
800	0.00166053666
801	0.001658673373
802	0.001656126985
803	0.001654048874
804	0.001651493551
805	0.001649308421
806	0.001647309616
807	0.001644951599
808	0.001642512163
809	0.001640037202
810	0.001637552864
811	0.001635369318
812	0.001632688402
813	0.001630596245
814	0.00162828381
815	0.001625467917
816	0.001622956814
817	0.001620655252
818	0.001617822663
819	0.00161538989
820	0.001612761203
821	0.001610395454
822	0.001607967951
823	0.001605652519
824	0.001603324652
825	0.001601334584
826	0.001598856101
827	0.001596474108
828	0.001593513638
829	0.001591124561
830	0.001589199048
831	0.001586802445
832	0.001584760431
833	0.001582832521
834	0.001581000861
835	0.001579081863
836	0.001576923742
837	0.001575063844
838	0.001573074832
839	0.001571318604
840	0.001569329416
841	0.001567178475
842	0.001564866211
843	0.001562753593
844	0.001560581737
845	0.001558499116
846	0.001556616811
847	0.001554487744
848	0.001552669006
849	0.00155049427
850	0.001548505434
851	0.001546799918
852	0.001544775485
853	0.001542614087
854	0.00154071974
855	0.001538973838
856	0.00153708044
857	0.001534912838
858	0.00153311519
859	0.001531163792
860	0.001529342697
861	0.001527463494
862	0.001525745657
863	0.001523986436
864	0.001522262783
865	0.001520085293
866	0.001517945064
867	0.001515931997
868	0.001514169254
869	0.001512540271
870	0.001510842327
871	0.001508647933
872	0.001506932028
873	0.001505265427
874	0.001503495289
875	0.001501600174
876	0.001499604755
877	0.001497435257
878	0.001495498894
879	0.001493629796
880	0.001491591701
881	0.001490020538
882	0.001487888585
883	0.001485943879
884	0.001483951169
885	0.001482244421
886	0.001480438013
887	0.001478489501
888	0.001476829063
889	0.001475130131
890	0.001473493884
891	0.001471662448
892	0.001469812495
893	0.001468085781
894	0.001466241976
895	0.001464483302
896	0.001462625806
897	0.001461026117
898	0.001459436797
899	0.001457618235
900	0.0014560791
901	0.001454206152
902	0.001452433568
903	0.001450915847
904	0.001449201331
905	0.001447499093
906	0.001445662462
907	0.001444159268
908	0.001442643131
909	0.001441018991
910	0.001439393066
911	0.001437507347
912	0.001435778169
913	0.001434245128
914	0.001432654331
915	0.00143118224
916	0.00142958438
917	0.001428037781
918	0.001426521909
919	0.00142508457
920	0.001423470374
921	0.001421950344
922	0.00142026585
923	0.001418579464
924	0.00141715901
925	0.00141566145
926	0.00141397953
927	0.00141244147
928	0.00141072581
929	0.001409097311
930	0.001407498215
931	0.001405866899
932	0.001404401123
933	0.001402871448
934	0.001401419386
935	0.001399945666
936	0.001398189194
937	0.001396716222
938	0.001395267086
939	0.001393640788
940	0.001392196034
941	0.001390738642
942	0.001389089845
943	0.001387744051
944	0.001386289828
945	0.001384818225
946	0.001383160956
947	0.001381583366
948	0.001380035867
949	0.001378519202
950	0.00137706351
951	0.001375603829
952	0.001373873965
953	0.001372362303
954	0.001370908697
955	0.001369552073
956	0.001367933719
957	0.001366465898
958	0.001365057085
959	0.001363650013
960	0.001362070045
961	0.001360425367
962	0.00135908578
963	0.001357567442
964	0.001355925229
965	0.001354337025
966	0.001352869116
967	0.001351389693
968	0.001349878643
969	0.001348339308
970	0.001346947975
971	0.001345540923
972	0.00134417349
973	0.001342819859
974	0.00134141536
975	0.001340041148
976	0.001338576516
977	0.001337188749
978	0.001335713268
979	0.001334370555
980	0.00133301624
981	0.001331660781
982	0.001330247986
983	0.001328747677
984	0.001327383657
985	0.001326023091
986	0.001324761661
987	0.001323456655
988	0.001322155253
989	0.001320755244
990	0.001319368314
991	0.001317804722
992	0.001316515579
993	0.001315158055
994	0.001313982113
995	0.001312651178
996	0.001311450345
997	0.001309996631
998	0.001308825023
999	0.001307483191
